8.000e+00	7.371e+00	5.938e+00	5.599e+00	5.049e+00	4.805e+00	4.018e+00	3.833e+00	1.794e+00	8.552e-02
8.000e+00	6.266e+00	4.339e+00	3.190e+00	2.127e+00	2.067e+00	1.655e+00	8.056e-01	6.710e-01	1.260e-01
8.000e+00	7.530e+00	6.685e+00	5.563e+00	4.622e+00	4.448e+00	3.496e+00	3.092e+00	1.415e+00	1.314e+00
8.000e+00	7.649e+00	7.246e+00	5.377e+00	5.216e+00	2.399e+00	2.271e+00	1.779e+00	1.732e+00	2.352e-01
8.000e+00	7.704e+00	7.459e+00	6.123e+00	5.778e+00	5.552e+00	4.964e+00	3.331e+00	2.251e+00	3.369e-01
8.000e+00	6.718e+00	6.616e+00	5.968e+00	5.685e+00	4.326e+00	1.897e+00	1.333e+00	6.613e-01	2.448e-01
8.000e+00	6.776e+00	6.579e+00	6.247e+00	5.773e+00	3.172e+00	3.133e+00	2.729e+00	2.237e+00	1.137e+00
8.000e+00	5.325e+00	4.638e+00	4.631e+00	3.968e+00	2.897e+00	1.684e+00	1.589e+00	5.805e-01	5.161e-01
8.000e+00	7.789e+00	7.496e+00	6.531e+00	5.535e+00	4.857e+00	4.715e+00	4.673e+00	3.725e+00	1.257e+00
8.000e+00	7.522e+00	6.608e+00	6.520e+00	5.788e+00	4.790e+00	4.147e+00	3.802e+00	3.127e+00	7.765e-01
8.000e+00	6.687e+00	6.452e+00	5.027e+00	4.148e+00	3.824e+00	3.158e+00	2.338e+00	1.876e+00	6.391e-01
8.000e+00	5.377e+00	4.832e+00	4.631e+00	4.440e+00	3.939e+00	3.920e+00	3.669e+00	3.352e+00	3.099e+00
8.000e+00	7.591e+00	5.152e+00	4.286e+00	2.863e+00	1.757e+00	8.022e-01	5.642e-01	7.099e-02	2.858e-02
8.000e+00	7.264e+00	7.150e+00	5.010e+00	4.475e+00	2.467e+00	2.145e+00	1.817e+00	1.787e+00	2.147e-01
8.000e+00	6.328e+00	5.549e+00	5.035e+00	4.630e+00	4.301e+00	3.295e+00	2.334e+00	2.159e+00	1.968e+00
8.000e+00	5.377e+00	4.744e+00	4.544e+00	3.724e+00	3.108e+00	2.923e+00	2.847e+00	2.189e+00	4.737e-03
8.000e+00	7.333e+00	5.708e+00	5.330e+00	5.245e+00	4.202e+00	4.178e+00	3.022e+00	1.596e+00	1.584e+00
8.000e+00	7.699e+00	7.507e+00	5.766e+00	5.110e+00	3.016e+00	2.828e+00	1.506e+00	1.186e+00	3.154e-01
8.000e+00	6.516e+00	6.370e+00	6.180e+00	6.163e+00	4.945e+00	3.351e+00	3.098e+00	1.194e+00	9.115e-01
8.000e+00	7.496e+00	7.265e+00	7.261e+00	6.863e+00	6.150e+00	4.512e+00	4.350e+00	4.105e+00	1.082e+00
8.000e+00	6.472e+00	6.447e+00	5.756e+00	5.387e+00	4.250e+00	3.731e+00	3.264e+00	1.455e+00	1.295e+00
8.000e+00	7.325e+00	5.313e+00	4.461e+00	3.488e+00	1.947e+00	1.910e+00	1.737e+00	9.356e-01	1.216e-01
8.000e+00	6.841e+00	5.018e+00	4.748e+00	4.319e+00	1.895e+00	1.783e+00	1.659e+00	1.199e+00	1.170e+00
8.000e+00	6.714e+00	5.688e+00	5.328e+00	4.153e+00	3.087e+00	2.586e+00	1.653e+00	1.078e+00	3.760e-01
8.000e+00	3.978e+00	3.924e+00	3.913e+00	3.312e+00	3.087e+00	3.033e+00	2.095e+00	1.502e+00	1.483e-02
8.000e+00	6.187e+00	5.824e+00	4.706e+00	2.823e+00	2.403e+00	2.134e+00	2.032e+00	7.117e-01	6.157e-01
8.000e+00	7.725e+00	7.518e+00	7.412e+00	5.883e+00	3.573e+00	2.625e+00	1.949e+00	1.537e-01	4.153e-02
8.000e+00	7.650e+00	5.903e+00	5.202e+00	2.227e+00	1.897e+00	1.381e+00	1.281e+00	7.487e-01	4.749e-01
