8.000e+00	4.163e+00	3.921e+00	3.541e+00	2.768e+00	2.542e+00	2.102e+00	2.014e+00	8.509e-01	1.671e-01
8.000e+00	3.926e+00	3.643e+00	3.241e+00	2.766e+00	2.532e+00	2.436e+00	2.336e+00	1.360e+00	5.727e-01
8.000e+00	4.893e+00	4.342e+00	3.989e+00	3.647e+00	3.639e+00	1.289e+00	6.765e-01	5.789e-01	2.030e-02
8.000e+00	4.924e+00	4.743e+00	4.709e+00	4.000e+00	3.815e+00	3.330e+00	2.833e+00	1.958e+00	1.319e+00
8.000e+00	4.288e+00	3.820e+00	3.449e+00	3.277e+00	2.441e+00	1.982e+00	1.721e+00	8.300e-01	3.723e-01
8.000e+00	4.608e+00	4.567e+00	4.149e+00	3.376e+00	3.191e+00	3.139e+00	2.640e+00	1.574e+00	1.412e+00
8.000e+00	4.762e+00	2.892e+00	2.397e+00	1.789e+00	1.754e+00	1.591e+00	1.072e+00	9.059e-01	2.765e-01
8.000e+00	4.919e+00	4.654e+00	4.308e+00	3.747e+00	3.694e+00	3.087e+00	1.457e+00	1.332e+00	7.828e-02
8.000e+00	4.638e+00	3.689e+00	3.540e+00	3.522e+00	2.854e+00	1.710e+00	1.224e+00	5.692e-01	1.348e-01
8.000e+00	4.694e+00	4.557e+00	4.315e+00	3.653e+00	3.316e+00	2.199e+00	2.096e+00	1.897e+00	4.948e-01
8.000e+00	4.399e+00	3.840e+00	3.354e+00	2.883e+00	2.645e+00	1.723e+00	1.609e+00	1.025e+00	3.003e-01
8.000e+00	3.449e+00	3.391e+00	2.823e+00	1.863e+00	1.815e+00	1.378e+00	1.016e+00	9.563e-01	6.906e-01
8.000e+00	4.225e+00	4.050e+00	3.729e+00	2.286e+00	1.212e+00	1.060e+00	3.972e-01	2.666e-01	5.002e-03
8.000e+00	4.142e+00	4.123e+00	3.898e+00	3.654e+00	3.428e+00	1.917e+00	1.684e+00	1.670e+00	3.724e-01
8.000e+00	4.171e+00	3.793e+00	3.196e+00	2.962e+00	2.441e+00	2.182e+00	1.742e+00	1.699e+00	1.598e+00
8.000e+00	4.807e+00	4.793e+00	4.525e+00	4.112e+00	2.182e+00	1.218e+00	1.039e+00	7.789e-01	2.208e-01
8.000e+00	4.603e+00	3.999e+00	3.655e+00	3.625e+00	3.552e+00	1.827e+00	8.365e-01	5.038e-01	4.285e-01
8.000e+00	4.780e+00	4.708e+00	4.643e+00	4.332e+00	3.770e+00	3.585e+00	3.274e+00	9.244e-01	3.743e-01
